claim_id,claim_amount,claim_age_days,policyholder_age,prior_claims,vehicle_age_years,annual_premium,claim_type,vehicle_type,policy_state,incident_hour,is_fraud
CLM-001490,6524.91,1353,49,0,2,1430.7,collision,suv,NSW,5,1
CLM-001491,2306.58,3259,24,1,6,2026.76,collision,suv,SA,4,0
CLM-001492,1556.76,3478,27,2,18,1506.35,windscreen,hatchback,SA,17,0
CLM-001493,1916.89,2810,66,1,17,1746.16,theft,hatchback,QLD,7,0
CLM-001494,2183.95,3086,25,0,6,1440.07,windscreen,sedan,NSW,5,0
CLM-001495,7886.4,2806,52,0,4,1233.46,collision,sedan,WA,0,1
CLM-001496,3360.8,1070,64,1,9,1000.48,theft,suv,QLD,20,0
CLM-001497,7806.4,3359,79,1,7,1429.66,windscreen,suv,VIC,9,0
CLM-001498,4318.51,1934,28,0,10,471.05,theft,suv,VIC,8,0
CLM-001499,2363.92,1253,37,0,17,1439.91,collision,hatchback,QLD,8,0
CLM-001500,2224.38,701,28,1,7,1454.08,theft,ute,NSW,14,0
CLM-001501,4542.38,2590,76,1,3,1278.2,theft,sedan,VIC,11,0
CLM-001502,5515.51,1012,57,1,2,1319.52,liability,suv,QLD,13,0
CLM-001503,6295.53,2382,83,0,15,937.11,collision,suv,NSW,6,0
CLM-001504,2450.01,237,20,1,4,1807.25,collision,suv,VIC,7,0
CLM-001505,3399.57,2317,65,0,4,1238.71,windscreen,sedan,VIC,20,0
CLM-001506,4619.45,2345,20,0,17,1029.21,collision,suv,QLD,10,0
CLM-001507,2235.07,1915,25,1,2,1529.74,windscreen,suv,SA,23,0
CLM-001508,1272.57,2397,46,0,14,1386.55,collision,sedan,WA,20,0
CLM-001509,1628.31,3627,42,0,0,1231.75,collision,ute,QLD,17,1
CLM-001510,2487.97,3060,42,0,20,1196.87,windscreen,suv,VIC,13,0
CLM-001511,4898.36,1604,22,1,15,1348.14,collision,suv,QLD,20,0
CLM-001512,7663.57,3181,54,1,18,1794.12,collision,suv,VIC,1,0
CLM-001513,1078.11,3483,40,1,14,1504.95,theft,hatchback,NSW,11,0
CLM-001514,1904.53,584,84,0,8,1338.65,windscreen,sedan,QLD,17,1
CLM-001515,2279.25,1310,70,1,21,1631.3,liability,sedan,QLD,2,0
CLM-001516,5410.18,2712,47,1,17,1359.09,collision,sedan,VIC,4,0
CLM-001517,2006.04,1879,69,0,1,1482.51,collision,suv,WA,1,0
CLM-001518,2159.65,491,56,0,12,1399.87,liability,sedan,QLD,11,0
CLM-001519,1033.81,1724,51,0,11,1544.63,collision,ute,VIC,12,0
CLM-001520,4283.63,1364,79,2,6,1203.43,collision,sedan,NSW,11,1
CLM-001521,2641.1,2696,57,0,10,974.02,collision,sedan,NSW,1,0
CLM-001522,1825.24,1881,50,1,21,1649.26,collision,suv,VIC,11,0
CLM-001523,2453.73,510,55,0,1,1846.63,liability,ute,VIC,21,0
CLM-001524,6941.32,180,70,1,20,989.68,windscreen,hatchback,NSW,0,0
CLM-001525,1402.95,1048,67,0,15,1409.17,windscreen,ute,NSW,18,0
CLM-001526,1585.66,572,54,0,2,1201.87,collision,suv,NSW,6,0
CLM-001527,7625.01,3198,29,0,6,1641.51,collision,ute,QLD,1,0
CLM-001528,3155.28,989,60,1,18,1431.39,collision,ute,QLD,1,0
CLM-001529,4926.16,2315,46,1,15,2448.07,collision,sedan,VIC,0,0
CLM-001530,4029.16,465,80,2,1,1250.53,collision,suv,NSW,9,0
CLM-001531,2903.0,1612,78,4,3,1857.31,collision,ute,NSW,11,0
CLM-001532,2295.66,3409,18,0,20,1889.43,collision,sedan,NSW,14,0
CLM-001533,5561.75,2348,84,2,3,1526.09,collision,suv,VIC,1,1
CLM-001534,7127.76,1052,78,0,13,1362.24,windscreen,suv,NSW,15,0
CLM-001535,6722.0,2728,78,0,21,1381.3,collision,suv,VIC,17,0
CLM-001536,1225.25,1829,51,1,3,1353.37,collision,sedan,SA,1,0
CLM-001537,7932.18,858,36,0,0,1723.99,windscreen,ute,VIC,16,0
CLM-001538,2279.13,3637,58,0,17,1062.03,windscreen,hatchback,WA,2,0
CLM-001539,1692.1,3422,77,0,20,1296.88,windscreen,sedan,NSW,10,0
CLM-001540,2625.44,2068,48,1,11,1256.88,collision,suv,NSW,15,0
CLM-001541,5559.96,121,84,0,5,780.36,windscreen,sedan,SA,20,0
CLM-001542,4470.91,1501,35,0,1,1633.44,collision,sedan,VIC,12,0
CLM-001543,2461.34,1875,75,1,20,1700.76,collision,hatchback,QLD,10,0
CLM-001544,5587.29,3393,22,0,17,1140.71,collision,suv,SA,20,0
CLM-001545,3310.64,2675,74,0,19,1689.94,collision,suv,VIC,5,0
CLM-001546,1939.67,812,81,2,17,827.39,collision,sedan,NSW,4,0
CLM-001547,1752.81,1861,65,0,9,1357.9,collision,hatchback,VIC,11,0
CLM-001548,4054.88,655,59,2,10,1308.33,windscreen,sedan,NSW,2,0
CLM-001549,2802.06,1729,45,3,8,1378.96,collision,ute,NSW,0,0
CLM-001550,1062.49,1954,76,0,16,1377.24,collision,sedan,NSW,8,0
CLM-001551,5627.22,1860,26,0,2,1324.58,collision,sedan,WA,3,0
CLM-001552,2079.31,1559,37,0,0,1222.03,collision,ute,QLD,15,0
CLM-001553,9838.81,1595,26,1,21,1314.13,collision,sedan,NSW,13,0
CLM-001554,1040.81,2908,36,0,6,1799.86,collision,ute,NSW,11,0
CLM-001555,2603.13,1846,53,1,0,1159.02,collision,sedan,QLD,11,0
CLM-001556,1763.43,153,40,1,14,2094.26,windscreen,ute,WA,2,0
CLM-001557,1434.3,2704,46,0,8,1140.4,liability,ute,NSW,9,0
CLM-001558,2069.18,2254,33,0,5,1429.22,collision,ute,NSW,1,0
CLM-001559,11247.78,2539,41,0,9,1538.5,theft,sedan,WA,8,0
CLM-001560,3319.36,2593,51,0,9,1253.72,windscreen,ute,WA,16,0
CLM-001561,1646.19,632,32,0,13,1806.18,liability,hatchback,WA,23,0
CLM-001562,756.37,3547,80,1,20,1529.92,theft,sedan,NSW,7,0
CLM-001563,819.73,3614,78,0,19,1282.38,liability,sedan,NSW,6,0
CLM-001564,1993.51,532,76,0,18,1802.52,liability,hatchback,VIC,16,1
CLM-001565,1853.32,799,18,0,10,1014.89,windscreen,sedan,NSW,22,0
CLM-001566,2519.87,898,51,0,12,1163.39,collision,ute,WA,7,0
CLM-001567,542.32,3527,71,0,2,1535.65,collision,ute,NSW,20,0
CLM-001568,2782.87,3403,41,1,12,1614.48,collision,sedan,QLD,7,0
CLM-001569,6443.31,967,33,2,14,1456.47,collision,suv,WA,15,0
CLM-001570,10068.14,2301,58,0,19,1308.03,collision,suv,SA,5,0
CLM-001571,719.94,888,18,0,1,1267.02,collision,sedan,QLD,6,0
CLM-001572,1634.28,138,59,1,18,1723.36,collision,hatchback,SA,23,0
CLM-001573,1570.78,840,48,0,11,1429.33,collision,sedan,NSW,9,0
CLM-001574,3325.22,282,63,1,1,1062.16,windscreen,suv,VIC,0,0
CLM-001575,1194.13,3094,63,0,21,1043.13,collision,hatchback,NSW,18,0
CLM-001576,10526.99,2866,53,1,10,1849.44,collision,sedan,SA,3,0
CLM-001577,3079.87,672,57,0,9,1112.81,windscreen,hatchback,WA,2,0
CLM-001578,2717.97,2071,19,0,4,1440.0,windscreen,sedan,NSW,20,0
CLM-001579,9843.19,748,83,0,1,1795.8,liability,suv,NSW,8,0
CLM-001580,2945.3,2063,23,2,1,1528.9,windscreen,sedan,VIC,3,0
CLM-001581,4024.79,3270,83,0,5,1099.98,liability,ute,NSW,23,0
CLM-001582,1697.48,3211,83,0,6,1014.82,collision,ute,WA,6,0
CLM-001583,1066.48,3040,66,1,10,1967.06,collision,hatchback,NSW,15,0
CLM-001584,1886.03,880,67,0,13,1006.42,collision,hatchback,QLD,6,0
CLM-001585,15370.91,696,20,2,21,1167.42,theft,ute,VIC,13,1
CLM-001586,4792.3,585,81,1,17,1472.93,liability,ute,VIC,16,0
CLM-001587,3662.5,464,53,2,10,1277.77,collision,suv,NSW,18,0
CLM-001588,1433.28,2240,40,0,20,1539.36,collision,hatchback,SA,9,0
CLM-001589,5904.31,2403,62,0,12,865.64,collision,suv,QLD,14,0
CLM-001590,1076.78,3220,53,3,9,1280.57,collision,hatchback,VIC,20,0
CLM-001591,920.31,329,42,1,4,1573.64,collision,sedan,VIC,20,0
CLM-001592,1960.26,968,39,0,9,1574.75,collision,suv,WA,17,0
CLM-001593,12911.43,2657,25,1,0,1161.09,liability,ute,WA,9,0
CLM-001594,12374.84,2486,78,1,3,1012.84,collision,sedan,WA,12,0
CLM-001595,2125.1,1560,62,0,20,1420.53,windscreen,sedan,QLD,23,0
CLM-001596,1797.86,556,37,0,4,916.89,theft,hatchback,WA,5,0
CLM-001597,871.08,1767,66,0,12,1773.81,collision,suv,NSW,16,0
CLM-001598,3160.62,627,64,1,2,1401.94,collision,sedan,QLD,19,0
CLM-001599,3366.1,1954,27,0,13,1120.05,windscreen,suv,VIC,11,0
CLM-001600,5389.28,3290,29,0,21,1002.01,collision,suv,VIC,20,0
CLM-001601,5901.91,714,33,2,10,1141.09,liability,suv,SA,10,0
CLM-001602,2570.7,430,25,0,2,834.56,collision,hatchback,SA,20,0
CLM-001603,4523.41,2692,73,1,0,1513.28,theft,hatchback,VIC,15,0
CLM-001604,1762.56,88,28,0,16,1085.06,windscreen,suv,VIC,1,0
CLM-001605,4459.46,3589,72,0,2,1481.89,collision,ute,WA,19,0
CLM-001606,2037.7,2828,53,2,6,1527.39,collision,suv,SA,16,0
CLM-001607,4207.37,1472,25,0,18,1668.78,liability,hatchback,QLD,5,0
CLM-001608,3959.51,1323,74,0,11,1433.11,collision,sedan,NSW,16,0
CLM-001609,3138.82,1412,29,0,19,1721.33,collision,sedan,NSW,12,0
CLM-001610,5409.46,1447,84,0,19,1807.42,collision,hatchback,WA,22,0
CLM-001611,918.0,3064,18,0,14,1435.21,collision,hatchback,QLD,7,0
CLM-001612,1341.19,2919,59,0,20,1455.11,windscreen,sedan,QLD,6,0
CLM-001613,2434.4,746,39,0,0,1166.03,windscreen,ute,QLD,1,0
CLM-001614,1009.85,656,53,0,5,1024.08,collision,suv,VIC,18,0
CLM-001615,2197.01,1973,74,0,6,1773.08,windscreen,suv,VIC,23,0
CLM-001616,2250.77,2373,70,1,20,1549.9,collision,sedan,WA,16,0
CLM-001617,7960.63,2654,36,3,13,1576.65,collision,sedan,NSW,8,0
CLM-001618,3317.28,1144,22,0,5,1155.07,collision,suv,QLD,21,0
CLM-001619,6451.53,1760,37,1,4,1885.89,liability,suv,QLD,6,0
CLM-001620,3737.81,380,72,0,17,1274.56,collision,suv,WA,16,0
CLM-001621,1994.7,1663,52,0,18,1085.39,collision,sedan,NSW,14,0
CLM-001622,3295.42,2509,68,1,0,1160.69,collision,hatchback,QLD,20,0
CLM-001623,5151.64,1111,51,0,8,1868.49,windscreen,suv,NSW,23,0
CLM-001624,7295.78,1163,53,2,11,983.35,collision,hatchback,NSW,8,0
CLM-001625,2699.35,1687,22,0,5,1102.13,collision,sedan,VIC,2,0
CLM-001626,866.42,3163,19,0,15,2306.51,windscreen,suv,NSW,3,0
CLM-001627,821.92,2204,65,2,16,1660.54,collision,hatchback,SA,17,0
CLM-001628,2333.65,3354,31,1,18,1108.09,collision,suv,WA,8,0
CLM-001629,516.24,225,42,3,17,993.12,collision,sedan,NSW,3,0
CLM-001630,11456.68,3099,42,0,18,798.01,collision,sedan,WA,19,0
CLM-001631,4664.33,159,60,0,8,1382.05,collision,sedan,VIC,15,0
CLM-001632,1850.57,1176,81,0,6,1590.25,windscreen,suv,QLD,3,0
CLM-001633,1296.94,1557,68,1,6,1851.2,theft,suv,WA,17,0
CLM-001634,6445.19,863,60,1,18,724.99,theft,sedan,VIC,15,0
CLM-001635,1293.07,3610,73,0,14,912.62,liability,suv,NSW,23,0
CLM-001636,1388.99,3258,52,0,7,1310.55,collision,sedan,NSW,23,0
CLM-001637,1678.31,2085,27,2,15,2269.93,collision,suv,VIC,23,0
CLM-001638,3247.26,1653,50,0,5,1642.35,liability,ute,SA,21,0
CLM-001639,4748.57,2780,83,0,5,1473.02,collision,sedan,VIC,19,0
CLM-001640,7291.79,2583,70,0,0,945.78,windscreen,sedan,VIC,16,0
CLM-001641,6527.17,1754,41,0,21,650.4,windscreen,sedan,NSW,13,0
CLM-001642,2982.69,3019,39,0,5,1362.82,collision,sedan,WA,19,0
CLM-001643,6408.57,704,79,0,16,1317.21,collision,suv,NSW,23,0
CLM-001644,1802.18,1013,24,0,2,1261.62,collision,sedan,QLD,2,0
CLM-001645,760.78,64,80,0,0,1224.46,collision,sedan,QLD,3,1
CLM-001646,1802.0,434,63,1,14,1103.04,collision,hatchback,NSW,11,0
CLM-001647,1628.32,725,72,0,2,1027.38,collision,hatchback,NSW,7,0
CLM-001648,1855.69,2280,40,1,3,1808.54,windscreen,sedan,VIC,12,0
CLM-001649,1451.67,3122,61,1,7,1057.45,liability,sedan,NSW,7,0
CLM-001650,2109.42,2154,39,1,12,1258.87,windscreen,suv,QLD,18,0
CLM-001651,4745.79,1625,19,0,0,1337.1,collision,hatchback,WA,21,0
CLM-001652,10790.73,986,48,0,2,1583.07,collision,hatchback,NSW,6,0
CLM-001653,817.29,370,83,1,7,1068.9,collision,sedan,VIC,18,0
CLM-001654,1134.79,2134,34,1,15,1672.76,collision,sedan,NSW,2,0
CLM-001655,1646.51,514,28,1,2,1158.71,liability,suv,NSW,19,0
CLM-001656,5293.88,2884,79,0,6,1296.57,collision,hatchback,QLD,16,0
CLM-001657,2556.23,1492,78,0,4,1892.22,collision,hatchback,QLD,17,0
CLM-001658,1731.8,1277,74,0,6,1030.15,windscreen,sedan,QLD,11,0
CLM-001659,5102.83,97,83,1,5,1587.9,collision,suv,NSW,2,0
CLM-001660,6107.62,884,84,0,14,1681.52,collision,sedan,VIC,20,0
CLM-001661,2939.31,48,79,2,1,1452.27,collision,ute,VIC,2,0
CLM-001662,1616.2,2646,82,1,20,1311.21,theft,hatchback,SA,11,0
CLM-001663,3650.83,1788,67,1,5,2051.48,windscreen,suv,QLD,4,0
CLM-001664,2502.51,2868,39,0,21,1345.43,collision,sedan,SA,20,0
CLM-001665,2488.01,2063,48,1,16,1417.35,liability,suv,NSW,13,0
CLM-001666,2029.81,3483,43,1,7,1238.95,windscreen,suv,VIC,12,1
CLM-001667,5965.44,2860,52,0,6,1399.86,windscreen,hatchback,QLD,7,0
CLM-001668,3595.4,538,64,1,20,1668.16,collision,suv,VIC,18,0
CLM-001669,6481.94,425,34,2,21,1259.15,collision,hatchback,QLD,5,0
CLM-001670,8121.29,3245,19,0,13,654.18,windscreen,sedan,VIC,17,0
CLM-001671,4205.87,982,58,0,1,1519.48,collision,sedan,SA,23,0
CLM-001672,2038.85,2792,84,0,19,994.15,theft,sedan,NSW,6,0
CLM-001673,6504.47,2294,75,0,10,1594.82,windscreen,sedan,SA,16,0
CLM-001674,4227.0,2561,18,0,0,1349.56,collision,sedan,VIC,7,0
CLM-001675,21005.21,973,58,1,17,1661.23,windscreen,ute,VIC,22,0
CLM-001676,3761.52,1142,53,1,0,1037.05,liability,sedan,VIC,21,0
CLM-001677,5030.46,2025,46,0,8,1173.38,windscreen,sedan,NSW,7,0
CLM-001678,3706.41,81,62,0,1,1237.79,collision,sedan,SA,5,0
CLM-001679,2767.43,1137,46,0,9,860.85,windscreen,sedan,WA,1,0
CLM-001680,2455.06,1852,79,1,17,1716.77,collision,hatchback,SA,16,0
CLM-001681,3717.04,746,78,2,2,813.61,windscreen,hatchback,SA,22,0
CLM-001682,4406.7,1043,61,2,3,1712.11,windscreen,sedan,QLD,3,0
CLM-001683,7085.4,3589,48,1,21,1490.05,windscreen,ute,VIC,19,0
CLM-001684,3757.98,1057,57,1,3,1284.37,collision,ute,WA,18,0
CLM-001685,2106.61,3293,78,4,2,1463.89,collision,hatchback,NSW,11,0
CLM-001686,2332.88,3384,38,1,12,1454.85,collision,suv,WA,5,0
CLM-001687,1105.22,2459,76,0,6,1217.86,collision,sedan,VIC,15,0
CLM-001688,10362.1,558,57,0,21,1448.39,collision,suv,QLD,14,0
CLM-001689,1986.48,750,22,2,3,1591.29,theft,hatchback,VIC,19,0
CLM-001690,6158.45,3409,68,2,12,1038.25,collision,ute,VIC,13,0
CLM-001691,3668.04,5,31,0,20,1464.24,windscreen,suv,NSW,1,0
CLM-001692,3743.58,1838,52,1,16,483.31,liability,sedan,VIC,4,0
CLM-001693,2729.61,2176,81,0,0,713.23,collision,ute,VIC,9,0
CLM-001694,1651.02,3059,70,0,4,1536.29,windscreen,hatchback,NSW,11,0
CLM-001695,1441.73,3267,64,0,2,1212.12,theft,suv,NSW,8,0
CLM-001696,10898.16,1035,22,0,20,1068.37,collision,ute,VIC,21,0
CLM-001697,3246.95,1834,75,0,4,1332.5,collision,suv,NSW,6,0
CLM-001698,6932.33,2313,40,0,1,1219.34,windscreen,suv,WA,16,0
CLM-001699,8422.65,3522,21,0,8,1023.76,liability,suv,NSW,8,0
CLM-001700,2190.46,2031,82,1,6,809.11,windscreen,ute,VIC,23,0
CLM-001701,4095.44,444,30,0,3,700.51,liability,hatchback,NSW,21,1
CLM-001702,3083.31,3373,39,0,9,1593.8,liability,suv,VIC,18,0
CLM-001703,1251.49,1870,27,1,19,1210.58,collision,suv,VIC,18,0
CLM-001704,2593.83,654,59,0,4,1669.95,theft,suv,QLD,15,0
CLM-001705,4631.47,694,76,0,21,1207.23,collision,sedan,VIC,14,1
CLM-001706,2050.27,746,52,1,14,1467.14,liability,sedan,VIC,13,0
CLM-001707,2336.4,2632,76,0,8,1308.62,collision,sedan,NSW,0,0
CLM-001708,2617.5,3463,80,2,14,1364.67,collision,suv,VIC,22,0
CLM-001709,14525.3,1610,76,0,7,1380.7,windscreen,sedan,VIC,23,0
CLM-001710,753.3,357,28,3,4,1202.92,collision,suv,QLD,12,0
CLM-001711,4342.62,3243,31,2,5,944.22,windscreen,ute,VIC,20,0
CLM-001712,2465.12,2316,38,2,0,1602.82,collision,sedan,QLD,9,0
CLM-001713,1843.66,2083,60,0,14,1875.87,liability,suv,VIC,2,0
CLM-001714,2420.17,221,75,0,1,1897.54,liability,hatchback,NSW,20,1
CLM-001715,4917.39,3542,38,1,4,1167.42,collision,suv,NSW,12,0
CLM-001716,5132.73,281,62,0,0,1108.05,windscreen,sedan,NSW,22,0
CLM-001717,3427.25,2227,30,1,1,1167.09,collision,suv,VIC,5,0
CLM-001718,6765.26,2179,54,0,19,1291.97,theft,suv,WA,11,0
CLM-001719,7720.43,1875,70,1,0,1332.69,theft,suv,QLD,16,0
CLM-001720,5498.78,2012,44,0,13,1020.68,windscreen,sedan,VIC,3,1
CLM-001721,1979.02,1452,28,0,7,861.69,collision,suv,NSW,23,0
CLM-001722,4319.22,2091,45,0,3,1366.48,collision,suv,WA,14,0
CLM-001723,4334.67,1328,69,1,6,450.0,windscreen,sedan,NSW,4,0
CLM-001724,1616.92,1728,80,2,2,1316.78,collision,suv,VIC,17,0
CLM-001725,918.66,2475,59,0,6,1038.23,collision,sedan,WA,21,0
CLM-001726,653.88,2709,62,1,17,1607.45,collision,suv,VIC,8,0
CLM-001727,3141.3,559,46,0,13,1695.72,collision,hatchback,NSW,14,0
CLM-001728,3727.64,3621,80,0,17,1703.51,windscreen,sedan,NSW,17,0
CLM-001729,1228.64,352,76,1,15,1235.67,collision,suv,QLD,3,0
CLM-001730,6532.36,1006,83,0,20,975.4,collision,suv,NSW,12,0
CLM-001731,3341.46,1265,75,1,2,1081.18,liability,sedan,QLD,13,0
CLM-001732,8201.64,1180,54,0,3,1444.91,collision,hatchback,VIC,7,0
CLM-001733,3935.93,1284,82,2,9,806.86,windscreen,suv,VIC,7,0
CLM-001734,1339.77,1179,58,0,11,1809.87,collision,sedan,NSW,15,0
CLM-001735,4203.66,1591,58,0,17,1240.89,windscreen,hatchback,WA,18,0
CLM-001736,4927.48,2785,61,0,2,1515.06,windscreen,ute,VIC,9,0
CLM-001737,1976.89,3020,30,2,2,762.13,liability,ute,QLD,3,0
CLM-001738,1010.73,1270,74,1,17,1044.43,collision,sedan,VIC,18,0
CLM-001739,3213.84,943,42,0,12,721.13,collision,sedan,NSW,4,0
CLM-001740,1407.21,2470,62,1,9,1686.99,windscreen,suv,VIC,0,0
CLM-001741,6909.59,217,74,0,4,1297.13,collision,sedan,VIC,7,0
CLM-001742,2196.49,1627,25,1,15,1538.53,collision,sedan,VIC,19,0
CLM-001743,10866.62,803,38,0,17,1370.93,collision,ute,WA,18,0
CLM-001744,606.0,2218,81,0,0,1504.6,liability,sedan,WA,7,0
CLM-001745,3298.08,285,42,0,1,1238.64,windscreen,sedan,QLD,12,0
CLM-001746,8708.41,3025,62,0,17,1282.83,theft,sedan,VIC,23,0
CLM-001747,1528.85,985,55,0,19,1319.73,windscreen,suv,VIC,17,0
CLM-001748,2645.46,1876,76,0,5,1483.86,collision,suv,QLD,18,0
CLM-001749,2203.33,2088,52,0,15,1492.6,collision,hatchback,NSW,2,0
CLM-001750,1785.0,1734,46,1,18,2277.77,collision,sedan,WA,5,0
CLM-001751,3581.25,1635,19,1,2,1904.93,theft,sedan,WA,2,0
CLM-001752,1128.26,974,49,1,4,763.01,collision,suv,NSW,23,0
CLM-001753,2742.91,2819,57,0,2,1302.78,liability,suv,WA,8,0
CLM-001754,4389.61,1883,64,0,17,1216.05,windscreen,suv,WA,11,1
CLM-001755,2536.85,787,70,0,16,1772.44,collision,hatchback,VIC,13,0
CLM-001756,1407.89,957,70,1,2,1245.8,collision,suv,WA,12,0
CLM-001757,6455.19,1600,48,1,3,1503.22,collision,suv,NSW,1,0
CLM-001758,5154.85,3079,23,0,14,578.77,liability,hatchback,NSW,21,0
CLM-001759,1365.27,3508,35,0,19,850.51,liability,sedan,VIC,9,0
CLM-001760,1129.37,1419,45,0,17,2040.46,liability,hatchback,VIC,22,0
CLM-001761,1459.8,1442,83,0,3,1366.58,collision,suv,VIC,18,0
CLM-001762,4487.07,471,69,1,8,1020.51,collision,suv,SA,16,0
CLM-001763,3665.35,1991,77,2,1,1430.15,collision,hatchback,NSW,16,0
CLM-001764,5391.41,875,84,1,5,1002.49,collision,suv,NSW,23,0
CLM-001765,2334.11,2991,26,0,12,1256.49,collision,suv,QLD,7,0
CLM-001766,1489.88,1951,18,0,7,870.64,collision,sedan,NSW,7,0
CLM-001767,5938.04,809,56,1,13,1089.72,liability,suv,QLD,16,0
CLM-001768,1968.28,3344,35,0,6,1212.61,collision,suv,VIC,5,0
CLM-001769,3428.61,2976,76,1,12,1719.83,collision,sedan,SA,19,0
CLM-001770,932.21,1097,49,1,13,1503.14,windscreen,ute,QLD,0,0
CLM-001771,1944.27,438,18,0,4,1560.71,theft,suv,NSW,21,0
CLM-001772,6355.32,965,32,0,0,1341.49,windscreen,suv,NSW,8,0
CLM-001773,1742.01,1374,40,0,7,1621.54,theft,sedan,NSW,0,0
CLM-001774,5491.07,1483,19,0,0,1061.74,liability,suv,SA,14,0
CLM-001775,518.91,3001,39,1,3,1108.21,theft,sedan,QLD,6,0
CLM-001776,1959.52,3532,54,0,6,1484.51,collision,sedan,VIC,7,0
CLM-001777,2621.45,2727,77,1,7,1257.88,windscreen,suv,NSW,11,0
CLM-001778,11013.81,3085,61,1,6,1345.43,collision,sedan,WA,13,0
CLM-001779,1240.42,456,24,1,1,1295.84,collision,sedan,NSW,3,0
CLM-001780,4930.74,546,45,1,3,1763.64,collision,suv,QLD,1,0
CLM-001781,6585.98,3314,69,0,19,1780.83,collision,sedan,QLD,11,0
CLM-001782,1735.21,2240,42,2,15,1143.37,windscreen,hatchback,NSW,8,0
CLM-001783,2252.64,860,55,0,9,769.24,collision,hatchback,VIC,13,1
CLM-001784,3315.03,2890,84,1,0,1115.21,collision,suv,NSW,17,0
CLM-001785,981.31,638,27,0,7,1054.0,collision,hatchback,VIC,14,0
CLM-001786,2118.94,2803,49,0,20,1624.48,windscreen,hatchback,SA,2,0
CLM-001787,7762.69,3223,58,0,17,1653.76,collision,sedan,QLD,23,0
CLM-001788,4411.59,1784,71,0,16,1009.75,theft,ute,WA,17,1
CLM-001789,2650.32,2395,74,1,5,1101.01,windscreen,sedan,VIC,1,0
CLM-001790,3244.78,2671,37,2,8,861.93,collision,ute,NSW,18,0
CLM-001791,4608.6,3213,49,1,0,1394.34,windscreen,suv,QLD,21,0
CLM-001792,5320.42,2130,73,1,18,1335.18,collision,sedan,VIC,13,0
CLM-001793,1963.9,1071,74,0,2,1610.41,collision,sedan,NSW,19,0
CLM-001794,9424.24,735,73,0,13,1514.05,theft,hatchback,VIC,21,0
CLM-001795,8000.51,1297,62,1,6,1551.37,liability,sedan,QLD,23,0
CLM-001796,4953.96,204,35,1,12,841.14,collision,sedan,QLD,22,0
CLM-001797,1584.11,2550,42,1,18,1143.31,collision,sedan,NSW,4,0
CLM-001798,1386.91,1348,61,0,6,1663.14,collision,suv,WA,0,0
CLM-001799,2333.32,2597,35,0,0,1172.27,collision,hatchback,VIC,15,0
CLM-001800,3119.95,226,63,0,14,812.9,theft,ute,NSW,16,0
CLM-001801,791.26,1174,52,1,11,1616.64,theft,suv,NSW,13,0
CLM-001802,4320.04,1441,47,0,3,1159.5,theft,sedan,WA,5,0
CLM-001803,7829.05,319,41,0,1,1700.67,collision,sedan,VIC,22,0
CLM-001804,4593.31,3025,69,0,11,1343.92,theft,suv,VIC,9,0
CLM-001805,1795.36,2181,49,1,13,1258.52,theft,hatchback,NSW,17,0
CLM-001806,1642.87,3081,38,2,2,1799.85,theft,ute,QLD,14,0
CLM-001807,3732.71,2926,43,0,13,920.12,collision,suv,QLD,21,0
CLM-001808,2657.18,124,50,1,9,1823.29,collision,suv,VIC,17,0
CLM-001809,4155.89,3158,59,0,3,1139.01,collision,suv,SA,15,0
CLM-001810,4681.11,253,84,0,13,1403.58,collision,suv,NSW,20,0
CLM-001811,6760.94,3179,40,1,14,1406.7,collision,suv,NSW,1,0
CLM-001812,1275.26,2445,29,1,3,1209.05,collision,ute,VIC,16,0
CLM-001813,3519.99,2990,83,0,14,1098.5,windscreen,suv,QLD,14,0
CLM-001814,2269.68,1824,27,0,4,1227.96,collision,hatchback,NSW,18,1
CLM-001815,2768.4,584,78,1,13,1015.19,windscreen,suv,VIC,5,0
CLM-001816,5700.49,545,27,1,17,1997.45,collision,sedan,NSW,14,0
CLM-001817,6184.77,433,42,2,20,1191.23,windscreen,sedan,VIC,6,0
CLM-001818,8508.6,2940,84,1,5,1732.45,collision,suv,QLD,2,0
CLM-001819,4101.85,1947,29,2,7,1688.97,collision,suv,SA,13,0
CLM-001820,2744.87,790,28,0,2,1469.77,theft,suv,VIC,0,0
CLM-001821,2465.97,455,58,2,21,1305.23,liability,ute,QLD,2,0
CLM-001822,811.54,285,30,1,7,1413.95,collision,sedan,VIC,12,0
CLM-001823,8142.08,942,19,0,17,1538.82,collision,ute,NSW,21,0
CLM-001824,2341.57,2735,64,0,20,1383.15,theft,ute,NSW,17,0
CLM-001825,4356.49,3257,82,0,10,832.97,windscreen,suv,SA,0,0
CLM-001826,4960.43,2219,68,0,15,749.96,collision,suv,NSW,2,0
CLM-001827,1171.47,3634,82,1,10,1847.97,collision,sedan,QLD,10,0
CLM-001828,1491.43,1439,53,0,12,480.54,collision,suv,NSW,10,0
CLM-001829,9511.58,1213,59,1,5,1414.58,liability,ute,WA,0,0
CLM-001830,3706.44,2528,83,1,18,1272.46,collision,hatchback,NSW,6,0
CLM-001831,1928.62,491,51,1,2,1403.06,collision,suv,SA,3,1
CLM-001832,2711.45,3326,20,0,14,973.81,liability,sedan,QLD,13,0
CLM-001833,6732.34,2847,34,1,20,1465.72,collision,ute,NSW,15,0
